zip_code,total,white,black,indigenous,asian,latino,other,multiracial,white_percent,year
91008,1132,646,32,15,273,139,0,27,0.5706713780918727,2015
91010,25840,5924,1919,83,3809,13420,31,654,0.2292569659442724,2015
91011,20721,12534,49,10,5906,1638,32,552,0.6048935862168814,2015
91016,42090,16064,2353,66,5568,16869,81,1000,0.3816583511522927,2015
91020,8438,4098,85,0,2357,1683,0,196,0.485660109030576,2015
91024,11084,7667,181,8,1255,1610,57,265,0.691717791411043,2015
91030,25967,11039,477,54,7636,5289,136,1297,0.4251164940116301,2015
91040,19969,12247,379,17,1798,5126,73,329,0.6133006159547298,2015
91042,27298,15967,441,87,2025,7641,100,856,0.5849146457615942,2015
91046,175,148,0,0,27,0,0,0,0.8457142857142858,2015
91101,20936,8282,1554,10,4754,5655,56,610,0.3955865494841421,2015
91103,27819,5532,5274,36,2080,14291,49,531,0.1988568963657931,2015
91104,38976,16230,4029,2,3376,14200,106,996,0.4164100985221675,2015
91105,11413,6444,699,7,1957,1851,90,365,0.5646192937877859,2015
91106,25243,9950,1551,36,5774,6920,112,881,0.3941686804262568,2015
91107,31722,13890,1941,25,7121,7699,112,934,0.4378664649139399,2015
91108,13654,5060,130,0,6898,1152,85,300,0.3705873736633953,2015
91201,23092,15935,311,22,2241,4118,19,437,0.6900658236618742,2015
91202,23148,15673,275,74,3244,3158,40,669,0.6770779332987731,2015
91203,13680,7675,127,0,2822,2716,0,340,0.5610380116959064,2015
91204,17053,7481,425,135,3094,5549,0,369,0.4386911393889638,2015
91205,38322,22214,596,9,5306,9474,75,648,0.5796670319920673,2015
91206,34038,22153,351,38,5546,4866,16,1008,0.6508314237029202,2015
91207,10359,7497,7,8,1508,866,71,402,0.7237185056472633,2015
91208,17164,11777,74,127,3170,1661,0,355,0.6861454206478677,2015
91210,727,580,7,0,81,52,0,7,0.797799174690509,2015
91214,30965,17395,121,93,9027,3444,30,841,0.5617632811238495,2015
91301,26293,19844,441,15,1833,3379,60,696,0.7547255923629863,2015
91302,25431,19660,573,21,2390,1521,13,1245,0.7730722346742165,2015
91303,29471,5466,1258,39,3041,19199,24,402,0.185470462488548,2015
91304,53853,19528,1837,123,7612,23233,129,1311,0.3626167530128312,2015
91306,49532,12442,1915,125,8200,25414,179,1204,0.2511911491561011,2015
91307,26219,16961,660,194,3423,4021,27,930,0.6468972882260956,2015
91311,38505,19533,1291,42,7008,9030,274,1269,0.5072847682119205,2015
91316,28837,20136,1258,21,1975,3879,12,1538,0.6982695842147242,2015
91320,44952,29790,516,25,5092,8211,27,1248,0.662706887346503,2015
91321,34178,13793,894,39,2584,15849,47,964,0.4035636959447597,2015
91324,28497,10976,1852,2,4395,10585,34,626,0.3851633505281258,2015
91325,33197,13175,2331,74,5192,11252,57,1048,0.3968732114347682,2015
91326,36921,17332,1150,164,11401,5580,107,1138,0.4694347390374042,2015
91330,3231,987,438,0,624,1047,5,115,0.3054781801299907,2015
91331,102266,4634,3112,113,5102,88608,85,612,0.0453132028240079,2015
91335,78230,23704,2524,111,9056,41016,190,1486,0.3030039626741659,2015
91340,35481,1764,828,63,348,32137,91,64,0.0497167498097573,2015
91342,93466,12782,3003,430,5426,70727,131,886,0.1367556116662743,2015
91343,64149,12467,2456,27,8340,39544,275,966,0.1943444169043944,2015
91344,54566,24785,2157,93,8711,16450,51,2246,0.4542205769160283,2015
91345,18276,3354,347,60,1676,12564,88,187,0.1835193696651346,2015
91350,36520,19963,1143,112,3505,10075,16,1703,0.5466319824753559,2015
91351,33071,14058,732,127,2639,14353,77,1066,0.4250854222732908,2015
91352,47543,9287,707,29,3469,33541,49,433,0.1953389563132322,2015
91354,29340,16330,1755,0,5251,4595,80,1260,0.5565780504430811,2015
91355,34188,20093,686,41,4194,7451,99,1448,0.5877208377208377,2015
91356,29467,19216,963,59,1991,5961,169,1108,0.6521193199171955,2015
91360,43948,29057,371,85,3358,9711,5,1358,0.6611677436970965,2015
91361,20831,16574,241,85,1063,2230,0,638,0.7956411118045221,2015
91362,35546,24682,560,41,3372,5763,20,1070,0.6943678613627412,2015
91364,27100,18864,1676,63,1832,3615,18,1025,0.6960885608856089,2015
91367,42578,28160,1885,144,5792,4747,218,1621,0.6613744187138898,2015
91371,0,0,0,0,0,0,0,0,,2015
91377,15087,11295,88,7,2027,1242,13,415,0.7486577848478823,2015
91381,20405,11698,666,0,4253,3075,6,707,0.5732908600833129,2015
91384,29788,13292,1820,14,1970,11044,39,1552,0.4462199543440311,2015
91387,43502,17963,2648,40,4701,15786,25,2272,0.4129235437451151,2015
91390,20473,13084,328,42,1401,4243,19,1320,0.639085624969472,2015
91401,41217,17781,2196,58,1996,18186,183,817,0.4313996651866948,2015
91402,71894,6022,1592,65,10747,52672,39,692,0.0837622054691629,2015
91403,24613,18392,1180,58,1906,2037,65,961,0.7472473895908666,2015
91405,53347,12932,2214,36,4112,32993,194,809,0.2424128816990646,2015
91406,54364,15705,2540,113,4837,29630,356,1155,0.2888860275182106,2015
91411,25370,9125,1022,19,1831,12771,58,544,0.3596767836026803,2015
91423,33347,23110,1643,34,2503,4509,43,1431,0.6930158634959667,2015
91436,13970,12080,150,19,921,633,14,153,0.8647100930565498,2015
91501,20855,13428,470,45,1919,3709,371,905,0.6438743706545192,2015
91502,12011,5703,353,15,1103,4338,240,259,0.4748147531429523,2015
91504,25469,13579,399,13,3956,6709,187,626,0.5331579567317131,2015
91505,31273,17250,737,88,3051,8796,111,1212,0.5515940267962779,2015
91506,18272,10235,62,51,2114,4915,158,725,0.5601466725043783,2015
91601,38754,15426,3077,38,2867,15859,239,1196,0.3980492336274965,2015
91602,18304,11954,1413,7,1299,2743,33,810,0.6530812937062938,2015
91604,30269,22324,1412,92,2260,2936,35,1190,0.7375202352241568,2015
91605,55665,13870,1847,141,4623,34550,97,484,0.249169136800503,2015
91606,44773,15308,1914,78,2517,24205,64,657,0.3419024858731825,2015
91607,30231,18189,2402,38,1854,6691,96,911,0.6016671628460851,2015
91608,0,0,0,0,0,0,0,0,,2015
91701,40546,19797,2093,102,3507,13945,34,998,0.4882602476199871,2015
91702,61170,11301,1417,171,5471,41583,137,1043,0.1847474252084355,2015
91706,77877,3203,1123,430,13312,59336,55,199,0.0411289597698935,2015
91708,3445,822,342,71,1012,880,0,318,0.2386066763425254,2015
91709,76796,24631,2942,171,24389,22458,234,1897,0.3207328506693057,2015
91710,84812,21095,4015,406,9281,46248,100,3521,0.2487265952931188,2015
91711,36651,19813,1554,153,5673,8206,118,1079,0.5405855229052413,2015
91722,35798,7348,539,77,3744,23575,23,481,0.2052628638471423,2015
91723,19428,4619,878,65,2115,11267,113,348,0.2377496396952851,2015
91724,26479,8364,877,0,3047,13507,41,643,0.3158729559273386,2015
91730,67613,23454,7132,254,7904,26299,75,2225,0.3468859538846079,2015
91731,30418,1453,94,36,8602,19998,0,116,0.0477677690840949,2015
91732,62872,2916,262,36,17830,41428,65,190,0.0463799465580862,2015
91733,44313,1525,43,69,9210,33276,34,62,0.0344142802337914,2015
91737,25619,11430,2096,78,3187,7819,30,949,0.446153245638003,2015
91739,38490,13283,3401,0,6976,13578,87,1165,0.3451026240581969,2015
91740,26745,12363,877,68,2266,10305,153,713,0.4622546270330903,2015
91741,25693,16403,402,109,2452,5617,25,646,0.6384229167477523,2015
91744,87337,4218,1051,97,7937,73415,106,445,0.0482956822423486,2015
91745,55184,7175,467,158,21652,25092,16,475,0.130019570890113,2015
91746,30034,1366,265,51,2562,25475,132,167,0.0454817873077179,2015
91748,46732,4568,341,213,26859,14032,22,610,0.0977488658734914,2015
91750,34052,17798,1129,145,3066,10866,40,1007,0.5226712087395747,2015
91752,29525,7439,1850,15,2335,17446,15,383,0.2519559695173581,2015
91754,34009,1533,140,9,19859,11467,71,740,0.045076303331471,2015
91755,27076,836,46,166,18607,6906,10,446,0.030876052592702,2015
91759,389,359,0,0,4,26,0,0,0.922879177377892,2015
91761,60103,10024,3304,129,3559,41858,140,1069,0.1667803603813453,2015
91762,57402,11130,2620,75,2475,40260,56,692,0.1938956830772447,2015
91763,37784,5819,1418,36,3823,25977,107,329,0.1540069870844802,2015
91764,53820,7205,3117,30,3089,39200,66,955,0.1338721664808621,2015
91765,47598,10556,2066,218,24438,8532,141,1142,0.2217740241186604,2015
91766,72026,6998,3182,166,8227,51995,54,1131,0.0971593591203176,2015
91767,49099,8371,4074,229,3422,32403,23,477,0.1704922707183445,2015
91768,36444,4661,2575,55,2688,25479,300,602,0.1278948523762484,2015
91770,63758,3167,176,83,38016,21626,26,537,0.0496721979986825,2015
91773,34107,16108,970,133,4177,11010,59,1626,0.4722784179200751,2015
91775,25486,5646,245,33,12573,6364,127,498,0.2215333908812681,2015
91776,38127,3125,108,19,24222,10235,49,231,0.0819629134209353,2015
91780,35280,7111,306,0,19296,7805,13,645,0.2015589569160997,2015
91784,26140,15835,711,58,2806,6294,60,376,0.6057765876052028,2015
91786,52365,18735,3127,65,4025,24254,277,1786,0.3577771412202807,2015
91789,43805,6233,1075,54,26381,8973,65,928,0.1422896929574249,2015
91790,46566,6224,1184,149,9161,28917,0,931,0.133659751750204,2015
91791,33247,5893,1466,37,8072,17222,22,535,0.1772490751045207,2015
91792,30063,2505,1813,5,11973,13365,0,354,0.083325017463327,2015
91801,54565,5918,1037,74,27660,18968,180,666,0.1084578026207275,2015
91803,30118,2762,227,52,15075,11440,31,448,0.0917059565708214,2015
91901,18507,14234,244,338,204,3112,125,226,0.7691143891500514,2015
91902,18813,6884,837,18,1664,8639,0,678,0.3659171849253176,2015
91905,1139,552,85,325,6,85,0,30,0.4846356453028972,2015
91906,3466,2164,90,216,41,902,0,53,0.6243508366993653,2015
91910,77302,17936,2946,117,7595,46353,139,1935,0.2320250446301518,2015
91911,84122,12364,2397,120,5520,62260,42,994,0.1469770095813223,2015
91913,45430,7793,3352,0,12666,19180,19,2176,0.1715386308606647,2015
91914,17406,3333,1016,96,3810,8035,51,982,0.191485694588073,2015
91915,28209,6081,1641,19,5876,13330,304,958,0.2155694990960331,2015
91916,1611,1351,11,0,23,194,0,25,0.8386095592799503,2015
91917,932,322,46,0,5,559,0,0,0.3454935622317596,2015
91931,486,414,0,0,0,72,0,0,0.8518518518518519,2015
91932,26555,8885,809,79,2185,13304,6,1051,0.3345885897194502,2015
91934,267,106,0,0,48,113,0,0,0.3970037453183521,2015
91935,8335,5743,137,75,186,1811,328,50,0.6890221955608878,2015
91941,33111,20344,1792,116,1020,7798,192,1679,0.6144181691884872,2015
91942,39804,22977,2246,76,2397,9977,29,1942,0.577253542357552,2015
91945,26486,9067,2810,13,1735,11810,0,864,0.3423317979309824,2015
91948,44,44,0,0,0,0,0,0,1.0,2015
91950,61774,6462,2699,143,11837,39469,38,879,0.1046071162625052,2015
91962,1998,1762,2,42,40,118,0,34,0.8818818818818819,2015
91963,1256,284,0,0,15,957,0,0,0.2261146496815286,2015
91977,62072,19288,6709,176,5107,27963,162,1861,0.3107359195772651,2015
91978,9793,4759,1103,12,499,2858,0,536,0.4859593587256203,2015
91980,709,0,0,0,0,709,0,0,0.0,2015
92003,4267,2775,139,19,287,809,10,228,0.6503398172017811,2015
92004,2709,1558,115,0,121,841,0,74,0.5751199704688077,2015
92007,12131,10063,46,38,487,1225,88,184,0.8295276564174429,2015
92008,26896,19904,230,69,1120,5113,20,403,0.7400356930398573,2015
92009,43837,32369,776,79,3897,4945,211,1528,0.7383945069233753,2015
92010,15598,11300,67,0,1251,2718,10,252,0.7244518528016413,2015
92011,24476,17863,101,0,2092,3695,129,596,0.7298169635561367,2015
92014,13708,11128,57,0,804,1258,7,454,0.8117887365042311,2015
92019,43873,27688,1257,152,1370,10915,11,2389,0.6310942948966335,2015
92020,58940,35138,3205,157,2386,14617,213,2330,0.5961655921275874,2015
92021,67608,38914,2971,119,1596,20590,111,2838,0.5755827712696723,2015
92024,49566,38943,431,108,2759,6184,98,1002,0.7856796997942138,2015
92025,51859,20351,1088,232,2846,26186,5,1045,0.3924294722227578,2015
92026,50412,26271,1059,52,4566,17314,86,980,0.5211259223994287,2015
92027,56875,21339,1191,21,3261,29690,170,1138,0.3751912087912088,2015
92028,47807,28090,860,79,1331,16041,90,1027,0.587570857824168,2015
92029,18717,13241,298,0,914,3623,0,573,0.707431746540578,2015
92036,3173,2717,13,56,26,331,0,30,0.8562874251497006,2015
92037,37718,29225,249,116,3704,3237,155,998,0.774828994114216,2015
92040,43269,31617,878,450,883,8053,15,1042,0.7307078971087846,2015
92054,42195,22402,1463,257,1488,15007,16,1362,0.5309159853063159,2015
92055,13091,8062,1123,184,454,2919,78,187,0.6158429455351004,2015
92056,54069,29445,2228,189,3956,16290,30,1417,0.5445819230982634,2015
92057,56764,25629,3222,88,5051,20092,76,2012,0.4515009513071665,2015
92058,44825,21033,3956,264,2241,15002,22,1849,0.4692247629670942,2015
92059,1310,248,24,431,53,501,0,50,0.1893129770992366,2015
92060,68,59,0,0,0,9,0,0,0.8676470588235294,2015
92061,1642,754,3,399,22,413,0,49,0.4591961023142509,2015
92064,49587,31998,691,261,5516,9061,8,2026,0.6452900961945671,2015
92065,36637,26077,627,147,519,8144,0,1011,0.7117667931326255,2015
92066,516,292,12,126,0,81,0,5,0.5658914728682171,2015
92067,9147,7868,125,0,131,898,0,125,0.8601727342298021,2015
92069,49135,19549,1311,39,4243,22394,33,1343,0.3978630304263763,2015
92070,1151,674,0,287,69,108,0,13,0.5855777584708949,2015
92071,56158,39994,903,170,2457,9615,11,2818,0.7121692367961822,2015
92075,12491,9678,47,0,381,1962,0,410,0.7747978544552078,2015
92078,45984,27995,827,73,3759,11296,28,1749,0.6087987125956854,2015
92081,29038,18063,894,53,2597,6798,7,612,0.6220469729320202,2015
92082,19541,12771,66,1082,499,4605,89,335,0.6535489483649762,2015
92083,36431,12196,1064,69,1116,21198,44,633,0.3347698388734869,2015
92084,50377,22367,1334,57,1523,24132,12,849,0.4439922980725331,2015
92086,1538,1066,20,78,71,239,0,64,0.6931079323797139,2015
92091,1428,1292,0,0,75,61,0,0,0.9047619047619048,2015
92101,36295,21420,2901,105,2800,7932,121,955,0.5901639344262295,2015
92102,45461,8806,4640,181,2458,28120,131,823,0.1937044939618574,2015
92103,33241,23871,1204,87,1963,5116,93,873,0.7181191901567342,2015
92104,44756,21794,3177,57,2605,15462,27,1407,0.4869514701939404,2015
92105,71832,8356,9671,101,12730,39457,63,1368,0.11632698518766,2015
92106,18415,13241,670,49,1091,2727,12,604,0.719033396687483,2015
92107,28360,22920,356,31,692,3540,147,630,0.8081805359661495,2015
92108,20548,11566,1520,27,2156,4289,139,839,0.5628771656608915,2015
92109,46797,38141,454,228,1496,5630,121,680,0.8150308780477381,2015
92110,28789,18699,1050,134,2052,5610,4,1103,0.6495189134738962,2015
92111,49375,20626,2264,118,9826,14391,197,1871,0.4177417721518987,2015
92113,57737,5597,6706,371,2153,42272,39,574,0.0969395708124772,2015
92114,69798,5866,13331,137,18102,29203,11,2807,0.084042522708387,2015
92115,62308,24128,8290,148,9239,18378,53,1906,0.3872375938884252,2015
92116,33110,19103,2276,138,1606,8650,80,1257,0.5769556025369978,2015
92117,53477,31904,1155,234,5772,11762,130,2185,0.5965929278007368,2015
92118,22939,17621,613,60,608,3292,29,673,0.7681677492480056,2015
92119,24265,16870,813,15,1293,4138,41,1053,0.6952400576962704,2015
92120,27135,18308,1509,75,2027,4635,0,541,0.6747005712179841,2015
92121,4503,1885,56,17,1792,648,16,85,0.4186098156784366,2015
92122,46104,23779,1127,149,14547,4708,94,1649,0.5157686968592747,2015
92123,29955,14345,2561,188,4643,6264,64,1607,0.4788849941579035,2015
92124,30135,17981,1940,79,3343,4900,41,1459,0.596681599469056,2015
92126,79589,23633,3436,159,36414,11053,194,3963,0.2969380190729874,2015
92127,43033,21960,904,191,13683,3786,62,2405,0.5103060441986382,2015
92128,48906,29446,977,37,11228,5108,25,2029,0.6020938126201284,2015
92129,54735,27527,1698,118,16114,6097,225,2674,0.5029140403763588,2015
92130,51262,29162,788,159,14543,4524,32,2054,0.5688814326401623,2015
92131,34039,21009,721,23,7723,3030,46,1454,0.6172037956461706,2015
92132,0,0,0,0,0,0,0,0,,2015
92134,199,107,30,0,9,36,6,2,0.5376884422110553,2015
92135,953,638,76,4,65,154,0,13,0.6694648478488983,2015
92139,36934,5145,4076,27,10593,15188,9,1350,0.139302539665349,2015
92140,2977,1867,203,29,70,741,0,67,0.6271414175344306,2015
92145,2145,1059,126,0,799,38,0,56,0.4937062937062937,2015
92147,567,372,75,0,32,73,0,7,0.656084656084656,2015
92154,88292,10425,4504,191,11153,59437,42,2273,0.1180741177003579,2015
92155,555,250,120,3,62,105,0,0,0.4504504504504504,2015
92173,32355,909,187,0,470,30646,0,137,0.0280945757997218,2015
92201,64238,11923,1513,254,1091,48847,32,481,0.185606650269311,2015
92203,29131,13903,1015,197,743,12627,0,646,0.4772579039511174,2015
92210,4946,4434,64,0,338,84,0,26,0.8964820056611403,2015
92211,24558,18702,399,0,1387,3353,0,669,0.7615440996823846,2015
92220,32461,14317,2252,863,1428,13112,30,432,0.4410523397307538,2015
92222,0,0,0,0,0,0,0,0,,2015
92223,47970,21889,2868,123,3662,18137,121,1113,0.4563060245987075,2015
92225,22763,6680,2938,57,431,12190,0,382,0.2934586829504019,2015
92227,27013,4232,284,17,302,21933,9,217,0.1566653092955243,2015
92230,3669,1117,14,200,0,2298,0,36,0.3044426274189152,2015
92231,40027,635,11,0,469,38891,0,21,0.0158642916031678,2015
92233,7869,598,1238,33,116,5804,11,54,0.0759944084381751,2015
92234,53005,15928,1337,163,2436,32490,101,518,0.3004999528346382,2015
92236,43654,757,327,16,17,42503,12,22,0.0173409080496632,2015
92239,207,100,1,0,0,101,0,5,0.4830917874396135,2015
92240,36206,11267,2375,79,705,20670,169,745,0.3111915152184721,2015
92241,10209,4947,168,10,90,4913,33,33,0.4845724360858066,2015
92242,1247,980,0,67,0,148,0,52,0.7858861267040899,2015
92243,49514,6404,1171,30,1016,40432,36,409,0.1293371571676697,2015
92249,7686,145,0,0,94,7447,0,0,0.0188654696851418,2015
92250,8557,2548,60,0,4,5817,0,123,0.2977679093140119,2015
92251,22827,3763,1592,96,391,16490,53,386,0.1648486441494721,2015
92252,8833,6423,163,59,248,1751,0,189,0.7271595154534133,2015
92253,38958,23744,560,25,1109,12794,11,715,0.6094768725293906,2015
92254,13626,322,0,0,0,13304,0,0,0.0236312931161015,2015
92256,3266,2508,2,0,5,733,0,18,0.7679118187385181,2015
92257,1666,728,25,58,7,838,0,10,0.4369747899159664,2015
92258,473,147,79,0,0,247,0,0,0.3107822410147992,2015
92259,326,315,0,4,0,7,0,0,0.9662576687116564,2015
92260,33275,20973,440,16,1288,9853,92,589,0.6302930127723516,2015
92262,27102,14707,1824,84,976,8630,74,706,0.5426536786952992,2015
92264,19836,13924,341,121,1382,3756,4,293,0.7019560395240976,2015
92266,100,100,0,0,0,0,0,0,1.0,2015
92267,0,0,0,0,0,0,0,0,,2015
92268,470,423,0,0,0,47,0,0,0.9,2015
92270,17770,15120,238,69,573,1486,4,255,0.8508722566122678,2015
92273,1356,137,10,0,0,1198,0,11,0.1010324483775811,2015
92274,19918,1737,29,171,10,17902,0,69,0.0872075509589316,2015
92275,1738,768,52,9,0,798,0,111,0.4418872266973532,2015
92276,8180,2957,155,35,23,4913,33,41,0.3614914425427873,2015
92277,24363,14273,1824,258,685,5772,146,1173,0.5858473915363461,2015
92278,4079,2507,387,36,155,852,15,103,0.6146114243687179,2015
92280,14,0,14,0,0,0,0,0,0.0,2015
92281,1985,165,46,22,0,1746,0,6,0.0831234256926952,2015
92282,910,481,171,5,30,223,0,0,0.5285714285714286,2015
92283,2406,504,13,973,23,798,0,95,0.2094763092269326,2015
92284,25680,18109,885,292,434,5225,96,581,0.7051791277258567,2015
92285,2579,2162,32,74,78,219,0,14,0.8383094222566886,2015
92301,32639,6049,6248,6,420,19060,48,808,0.1853304329176751,2015
92304,23,8,0,0,0,15,0,0,0.3478260869565217,2015
92305,391,331,0,0,0,55,0,5,0.8465473145780051,2015
92307,38379,22381,2798,122,873,11022,0,1183,0.5831574559003622,2015
92308,40180,23005,2515,49,1090,12825,57,634,0.5725485316077651,2015
92309,835,222,0,0,33,575,0,5,0.2658682634730538,2015
92310,9238,4625,1185,21,710,2100,48,542,0.5006494912318684,2015
92311,33676,11609,3870,221,805,15253,27,1208,0.3447262145147879,2015
92313,12371,5009,816,14,566,5668,17,281,0.4048985530676582,2015
92314,11469,8963,4,67,168,2142,36,89,0.7814979509983434,2015
92315,5269,3791,128,11,47,1139,0,42,0.7194913645853103,2015
92316,31789,3414,1161,25,317,26305,283,252,0.1073956400012583,2015
92320,8211,5714,87,42,108,2120,0,140,0.6958957496041895,2015
92321,1157,720,0,0,0,404,0,15,0.6222990492653414,2015
92322,888,757,0,0,0,117,0,14,0.8524774774774775,2015
92324,58684,9180,4272,203,2301,41920,63,496,0.1564310544611819,2015
92325,8211,6240,124,36,99,1486,0,226,0.7599561563755937,2015
92327,886,131,0,20,0,735,0,0,0.1478555304740406,2015
92328,288,207,16,23,3,36,0,3,0.71875,2015
92332,8,8,0,0,0,0,0,0,1.0,2015
92333,462,444,0,0,0,18,0,0,0.961038961038961,2015
92335,98442,9803,4222,93,1757,80930,48,927,0.0995814794498283,2015
92336,92781,17464,11687,205,7977,52178,150,2845,0.1882281932723294,2015
92337,38547,3712,3581,61,3010,27510,74,599,0.0962980257867019,2015
92338,0,0,0,0,0,0,0,0,,2015
92339,1028,917,0,0,16,89,0,6,0.892023346303502,2015
92341,287,287,0,0,0,0,0,0,1.0,2015
92342,6593,4637,307,34,155,1378,14,38,0.703321704838465,2015
92344,21386,8562,1625,699,619,9563,0,318,0.4003553726737118,2015
92345,80709,31590,4413,571,940,41786,93,1169,0.391406162881463,2015
92346,59501,20563,6705,194,4743,25730,130,1418,0.3455908304062116,2015
92347,1672,896,37,0,0,716,0,23,0.5358851674641149,2015
92352,6800,5334,0,38,100,1105,61,162,0.7844117647058824,2015
92354,20829,6861,2084,21,6247,4865,80,645,0.3293965144750108,2015
92356,6211,4236,129,98,58,1397,0,293,0.6820157784575752,2015
92358,1111,670,0,7,5,404,0,20,0.603060306030603,2015
92359,8718,5268,250,24,340,2537,0,166,0.604267033723331,2015
92363,5355,3191,58,667,81,1106,15,211,0.5958916900093371,2015
92364,32,27,0,0,0,5,0,0,0.84375,2015
92365,2024,1511,81,8,131,202,0,91,0.7465415019762845,2015
92368,970,474,11,9,0,454,0,22,0.488659793814433,2015
92371,15846,9957,644,0,505,4563,0,119,0.6283604695191215,2015
92372,5987,4084,38,40,94,1635,0,96,0.6821446467345916,2015
92373,34766,21210,3128,158,2900,6277,72,1021,0.6100788126330323,2015
92374,41276,18647,2286,182,3252,15380,156,970,0.4517637367962012,2015
92376,86021,7879,10435,156,1646,64022,124,975,0.0915939131142395,2015
92377,20016,3520,2225,6,670,12875,78,642,0.17585931254996,2015
92378,192,84,0,0,0,108,0,0,0.4375,2015
92382,5247,4105,120,46,69,789,0,118,0.7823518200876691,2015
92384,33,27,0,0,0,6,0,0,0.8181818181818182,2015
92385,202,161,0,0,16,25,0,0,0.7970297029702971,2015
92386,2105,1529,0,0,9,567,0,0,0.7263657957244656,2015
92389,128,128,0,0,0,0,0,0,1.0,2015
92391,3123,1942,20,0,20,954,0,187,0.6218379763048351,2015
92392,56178,15377,6908,68,2350,29495,58,1850,0.2737192495282851,2015
92394,36141,6255,6656,181,1229,20927,56,674,0.1730721341412799,2015
92395,42007,15444,5825,109,2035,17928,7,643,0.3676530102125836,2015
92397,4753,3817,0,18,0,778,0,140,0.8030717441615821,2015
92398,1515,1121,50,19,0,325,0,0,0.73993399339934,2015
92399,54227,33037,984,179,718,17674,0,968,0.609235251811828,2015
92401,2015,236,625,0,60,1001,22,71,0.11712158808933,2015
92404,59577,11848,9758,312,1933,33769,99,1748,0.198868690937778,2015
92405,28831,5718,3733,74,688,18041,136,420,0.1983281884083105,2015
92407,62439,14719,7205,137,3092,35582,73,1449,0.2357340764586236,2015
92408,15661,2243,1714,35,2354,8871,23,414,0.1432220164740438,2015
92410,48011,4117,5195,82,1044,36334,87,1152,0.0857511820207869,2015
92411,27282,736,3890,0,730,21455,97,220,0.0269774943185983,2015
92501,22114,6408,1362,38,1082,12081,174,916,0.2897711856742335,2015
92503,94431,26135,3551,319,6152,55637,99,2420,0.2767629274284928,2015
92504,53772,18682,2847,485,2075,28179,66,1417,0.3474298891616454,2015
92505,49319,11340,2444,102,3695,29786,14,1516,0.2299316693363612,2015
92506,46048,25573,1986,211,2653,13981,0,1586,0.5553552814454482,2015
92507,56231,13402,4326,267,6960,29372,39,1809,0.2383382831534207,2015
92508,38443,17940,2985,118,3744,12097,361,1053,0.4666649324974637,2015
92509,78446,18931,2151,320,2667,53365,8,838,0.2413252428422099,2015
92518,1004,641,153,0,36,152,0,22,0.6384462151394422,2015
92530,53606,18171,1328,93,1158,31367,75,1385,0.3389732492631422,2015
92532,22213,8573,1468,0,2213,7972,122,1434,0.3859451672444064,2015
92536,2842,2080,11,0,0,717,0,34,0.7318789584799437,2015
92539,4220,2934,14,88,10,898,0,225,0.695260663507109,2015
92543,36603,14859,2996,279,292,17469,35,597,0.4059503319400049,2015
92544,47507,26516,1516,360,934,16579,14,1475,0.5581493253625781,2015
92545,40386,20262,2726,209,2166,13098,185,1653,0.5017085128509879,2015
92548,6939,2831,38,24,66,3929,0,51,0.407983859345727,2015
92549,2702,2402,0,0,31,245,0,23,0.8889711324944486,2015
92551,33573,5025,6633,62,1827,19427,36,495,0.1496738450540613,2015
92553,74320,8933,10868,289,3946,48973,46,941,0.1201964477933261,2015
92555,41438,9148,8368,69,3068,19347,0,910,0.2207635503643998,2015
92557,51810,13053,8565,116,2635,25773,96,1329,0.2519397799652577,2015
92561,1475,981,7,74,1,383,0,29,0.6650847457627118,2015
92562,62912,37378,3385,93,3932,15400,215,2370,0.594131485249237,2015
92563,59463,26712,5482,515,6152,17217,38,3147,0.4492205236869986,2015
92567,10442,3891,162,35,336,5869,0,138,0.3726297644129477,2015
92570,56738,11047,4261,335,864,39762,7,461,0.1947019634107652,2015
92571,54366,5964,6213,51,2336,39029,151,622,0.109700916013685,2015
92582,16446,5358,1311,158,1282,7652,26,659,0.3257935060197008,2015
92583,31818,10609,1960,531,690,16969,13,840,0.3334276195863976,2015
92584,47887,24204,2786,116,3351,15506,39,1719,0.5054398897404306,2015
92585,20623,8746,1091,58,727,9512,36,406,0.4240896086893274,2015
92586,19150,12481,816,111,825,4418,27,472,0.6517493472584857,2015
92587,17514,11340,328,17,271,5265,0,239,0.6474820143884892,2015
92590,4207,2106,71,0,163,1717,0,150,0.500594247682434,2015
92591,39753,22271,1174,292,3265,11081,35,1517,0.5602344477146379,2015
92592,77420,45442,2430,1021,7647,16957,256,3369,0.5869542753810385,2015
92595,31426,15634,1482,166,1545,11854,89,582,0.4974861579583784,2015
92596,26219,14318,1117,99,3068,6584,0,1013,0.5460925283191579,2015
92602,24234,7809,406,0,11746,2798,30,1375,0.322233226046051,2015
92603,20083,11507,64,7,6814,1076,4,600,0.5729721655131206,2015
92604,29039,14288,364,99,9144,3545,124,1465,0.4920279623953993,2015
92606,23378,8450,1308,12,10041,2454,123,979,0.3614509367781675,2015
92610,11862,6919,143,18,3102,1328,10,282,0.5832911819254764,2015
92612,30314,14840,664,0,10760,3052,26,972,0.4895427855116447,2015
92614,26046,13440,323,23,8562,2638,46,982,0.516010135913384,2015
92617,16565,6120,252,38,6109,3200,84,762,0.3694536673709628,2015
92618,25043,11737,883,25,10105,1602,71,600,0.4686738809248093,2015
92620,44763,14950,700,93,22871,3906,154,2079,0.3339811898219512,2015
