zip_code,total,white,black,indigenous,asian,latino,other,multiracial,white_percent,year
92624,6830,5164,136,54,337,1008,0,131,0.7560761346998536,2015
92625,12098,9789,0,31,681,1195,0,389,0.8091420069432964,2015
92626,51818,27986,1376,100,7518,13153,72,1427,0.5400825967810413,2015
92627,61314,29654,352,47,2630,26983,85,1165,0.483641582672799,2015
92629,26680,20101,161,78,1069,4653,47,571,0.7534107946026987,2015
92630,60449,32127,1229,117,7561,17219,138,1824,0.5314728117917583,2015
92637,16342,13057,117,0,2328,727,14,90,0.7989842124586953,2015
92646,55584,39857,340,119,5866,7036,232,1978,0.7170588658606794,2015
92647,60898,32446,681,492,6967,18429,107,1578,0.5327925383428027,2015
92648,47415,32151,555,75,4787,8003,85,1631,0.6780765580512496,2015
92649,33166,22651,204,67,3950,4673,81,1495,0.6829584514261593,2015
92651,24291,20143,208,27,1314,1806,56,684,0.8292371660285702,2015
92653,29037,17612,230,97,3941,5961,0,1044,0.6065364879291938,2015
92655,9485,1374,5,107,4833,2904,0,102,0.1448603057459146,2015
92656,51826,30705,1424,167,8064,8702,505,2240,0.5924632423879905,2015
92657,10238,7235,0,29,1937,466,0,571,0.7066809923813244,2015
92660,35677,29067,228,0,3130,2712,57,430,0.8147265745438238,2015
92661,3128,2738,0,0,48,171,0,171,0.8753196930946292,2015
92662,2894,2697,0,0,18,162,8,9,0.9319281271596408,2015
92663,22629,18080,104,94,1067,2522,48,627,0.7989747668920412,2015
92672,35344,25108,113,54,1095,8036,27,890,0.710389316432775,2015
92673,29803,22495,250,0,1316,3972,13,1385,0.7547897862631279,2015
92675,35970,20784,15,203,1013,13222,325,311,0.5778148457047539,2015
92676,1993,1677,14,0,75,189,0,38,0.8414450577019569,2015
92677,65238,44519,1182,180,5526,11157,95,2501,0.6824090254146357,2015
92678,495,384,5,0,20,61,0,25,0.7757575757575758,2015
92679,32885,24859,404,2,2956,3512,54,1064,0.7559373574578075,2015
92683,91734,22450,710,268,44065,21263,49,2361,0.2447293260950138,2015
92688,45226,28352,817,19,5444,9153,86,1251,0.6268960332552072,2015
92691,48944,32355,585,97,3862,9916,52,1946,0.6610616214449166,2015
92692,48785,33664,719,66,4815,7464,61,1974,0.6900481705442246,2015
92694,25464,16479,310,0,3152,4242,0,1243,0.6471489161168709,2015
92701,51520,2860,390,56,1973,45965,6,247,0.0555124223602484,2015
92703,70116,3490,508,41,10409,55115,42,367,0.0497746591362884,2015
92704,89304,7781,1086,93,15024,64324,197,608,0.08712935590791,2015
92705,46713,22632,623,57,3884,18475,29,955,0.4844903988183161,2015
92706,37180,5948,104,65,2894,27585,15,320,0.1599784830554061,2015
92707,63082,6096,728,73,3794,51821,66,289,0.0966361244094987,2015
92708,57508,25769,544,83,19327,10129,87,1472,0.4480941782012937,2015
92780,61209,19139,1631,193,9091,29197,170,1414,0.3126827754088451,2015
92782,23182,9749,277,243,7898,4078,37,880,0.4205417996721594,2015
92801,65595,12854,2063,0,11776,37657,37,1016,0.1959600579312447,2015
92802,43250,9602,780,64,5775,26403,0,557,0.2220115606936416,2015
92804,84504,20849,2027,221,19874,38800,234,1594,0.2467220486604184,2015
92805,72637,9575,1182,88,5332,55618,27,592,0.1318198714153943,2015
92806,40989,10768,1014,44,5458,22719,59,837,0.2627046280709458,2015
92807,35285,20396,472,59,5135,8246,6,917,0.5780359926314298,2015
92808,20449,11563,259,17,4312,3289,43,955,0.5654555234974815,2015
92821,37615,18982,407,86,6356,10673,104,1007,0.5046391067393328,2015
92823,3400,946,3,0,1458,867,9,117,0.2782352941176471,2015
92831,36249,15362,686,59,6818,12223,11,956,0.4237910011310656,2015
92832,25166,7832,708,16,2267,13574,6,723,0.3112135420805849,2015
92833,53271,12666,1287,94,18474,19268,76,1246,0.2377653882975728,2015
92835,23567,11880,462,16,6480,3818,27,867,0.5040947087028472,2015
92840,56917,11699,627,128,17586,25931,134,743,0.205544916281603,2015
92841,33717,7311,333,256,14012,11029,8,563,0.2168342379215232,2015
92843,43928,4295,90,192,20176,18447,11,248,0.0977736295756692,2015
92844,24804,3376,237,62,14674,6187,37,222,0.1361070795033059,2015
92845,17221,10622,478,33,2416,2964,0,669,0.6168050635851576,2015
92860,27091,15120,1400,48,1025,8516,34,936,0.5581189324868038,2015
92861,5901,4222,135,0,936,481,0,127,0.7154719539061176,2015
92865,20554,10341,271,102,2531,7049,7,253,0.5031137491485842,2015
92866,15490,8650,144,38,537,5899,59,163,0.5584247901872176,2015
92867,44991,21709,611,9,5420,16099,22,956,0.4825187259674157,2015
92868,26817,8585,482,45,3566,13716,17,351,0.3201327516127829,2015
92869,37124,16904,307,90,4793,13962,44,1009,0.4553388643465144,2015
92870,53772,22338,628,24,8728,20703,123,1199,0.4154206650301272,2015
92879,47452,13636,2604,62,4884,24896,29,1106,0.2873640731686757,2015
92880,63696,16221,4360,302,14988,25367,48,2225,0.2546627731725697,2015
92881,33490,15461,2061,19,4143,10783,33,898,0.4616601970737534,2015
92882,70676,25803,2276,102,6386,34041,273,1490,0.3650885732073122,2015
92883,32167,16114,2175,17,3220,9559,26,1029,0.5009481767028321,2015
92886,49565,30975,497,90,8077,8349,77,1447,0.6249369514778573,2015
92887,20292,11617,272,11,4014,3500,0,878,0.5724916223142125,2015
93001,33899,17564,292,145,663,14579,32,507,0.518127378388743,2015
93003,50701,30971,986,253,2305,14703,112,1226,0.6108558016607167,2015
93004,30268,17329,481,30,1058,10425,84,851,0.5725188317695256,2015
93010,44422,25703,894,72,3476,12791,97,1360,0.5786096978974382,2015
93012,35272,22845,784,117,3774,6388,21,1321,0.6476808800181447,2015
93013,16259,8482,49,94,577,6772,0,285,0.5216803001414602,2015
93015,17253,3764,39,39,79,13291,0,20,0.2181649568191039,2015
93021,36873,21937,302,73,2575,11048,62,836,0.5949339625200011,2015
93022,7122,4919,0,120,116,1776,0,191,0.6906767761864645,2015
93023,20313,15124,38,20,270,4272,15,550,0.7445478265150396,2015
93030,61102,6546,1421,266,4221,48056,5,569,0.1071323360937448,2015
93033,83057,4943,1513,300,6610,68521,28,908,0.0595133462561855,2015
93035,27626,12485,1320,94,1703,11466,51,493,0.4519293419242742,2015
93036,44716,7807,997,33,3206,31719,15,888,0.1745907505143572,2015
93040,2044,181,0,3,20,1835,0,5,0.0885518590998043,2015
93041,24197,7569,1112,87,1403,12562,0,1288,0.3128073728148117,2015
93042,110,35,5,0,0,64,0,6,0.3181818181818182,2015
93043,305,0,0,0,0,305,0,0,0.0,2015
93060,34060,7044,79,66,658,25912,0,284,0.2068115091015854,2015
93063,56500,35954,561,162,4774,12663,25,2247,0.6363539823008849,2015
93064,0,0,0,0,0,0,0,0,,2015
93065,72676,43519,894,93,6731,19333,136,1881,0.598808409929,2015
93066,3222,1740,32,0,87,1332,0,24,0.5400372439478585,2015
93067,735,501,31,0,32,104,34,33,0.6816326530612244,2015
93101,32458,13209,481,44,1118,17071,30,459,0.4069566824819767,2015
93103,20448,8344,285,64,367,11006,0,363,0.4080594679186228,2015
93105,25632,19076,285,57,822,4953,25,386,0.7442259675405742,2015
93108,11761,10026,47,9,540,902,0,237,0.8524785307371822,2015
93109,11089,8654,203,0,376,1468,0,388,0.7804130219136081,2015
93110,17382,10412,218,22,1317,4962,0,451,0.5990104706017719,2015
93111,18440,11510,245,56,1066,5195,9,357,0.6241865509761388,2015
93117,56386,28890,1089,51,6997,17364,81,1870,0.5123612244174086,2015
93201,1317,276,0,52,4,979,0,6,0.2095671981776765,2015
93202,3744,637,163,38,284,2569,0,53,0.1701388888888889,2015
93203,22079,1405,170,22,93,20272,43,53,0.0636351284025544,2015
93204,14154,1845,913,129,102,10815,4,342,0.1303518440016956,2015
93205,2066,1345,15,183,0,485,0,38,0.6510164569215876,2015
93206,2211,445,73,8,1,1627,0,57,0.201266395296246,2015
93207,284,257,0,0,0,13,0,14,0.9049295774647887,2015
93208,130,130,0,0,0,0,0,0,1.0,2015
93210,19101,6516,1395,171,437,9933,38,534,0.3411339720433485,2015
93212,24920,4814,2437,330,283,16287,18,720,0.1931781701444622,2015
93215,56046,3201,2516,121,6742,42922,1,471,0.0571137993790814,2015
93218,1037,172,0,5,0,857,0,3,0.1658630665380906,2015
93219,10667,266,108,0,528,9698,0,37,0.0249367207274772,2015
93220,381,225,0,0,0,156,0,0,0.5905511811023622,2015
93221,15000,8386,187,22,118,6020,0,240,0.5590666666666667,2015
93222,1604,1461,0,11,42,90,0,0,0.910847880299252,2015
93223,10704,1061,229,10,14,9373,0,17,0.0991218236173393,2015
93224,412,374,0,7,0,22,0,9,0.9077669902912622,2015
93225,5391,4207,0,22,135,879,0,148,0.7803746985716936,2015
93226,317,309,6,0,0,0,0,2,0.9747634069400632,2015
93230,66108,26816,2860,213,2356,32312,46,1441,0.4056392569734374,2015
93234,6863,52,0,0,0,6811,0,0,0.0075768614308611,2015
93235,3837,755,0,0,36,3031,0,15,0.196768308574407,2015
93238,1664,1524,0,0,25,77,0,0,0.9158653846153846,2015
93239,1840,135,7,0,0,1698,0,0,0.0733695652173913,2015
93240,5797,5260,0,36,0,405,37,59,0.9073658789028808,2015
93241,17765,804,8,28,151,16723,0,44,0.0452575288488601,2015
93242,3372,1059,0,0,12,2272,0,29,0.3140569395017794,2015
93243,1565,738,0,31,154,640,0,2,0.4715654952076677,2015
93244,376,314,0,0,0,58,0,4,0.8351063829787234,2015
93245,37520,16279,2459,353,2324,14125,261,1468,0.4338752665245202,2015
93247,18916,2640,61,68,291,15722,9,125,0.139564389934447,2015
93249,2373,47,0,0,0,2326,0,0,0.0198061525495153,2015
93250,14056,566,179,32,10,13074,30,147,0.0402675014228799,2015
93251,229,110,2,0,0,113,0,4,0.4803493449781659,2015
93252,3587,1322,90,31,166,1898,0,80,0.3685531084471703,2015
93254,813,244,0,0,3,544,0,22,0.3001230012300123,2015
93255,639,591,0,9,0,39,0,0,0.9248826291079812,2015
93256,5670,609,167,0,66,4800,0,28,0.1074074074074074,2015
93257,75959,20698,470,1319,3112,49441,22,754,0.2724891059650601,2015
93258,2277,214,0,0,402,1619,0,42,0.0939833113746157,2015
93260,135,96,0,0,0,0,0,39,0.7111111111111111,2015
93261,3150,31,0,0,143,2951,0,25,0.0098412698412698,2015
93262,73,0,0,0,14,29,0,30,0.0,2015
93263,20098,3320,262,42,72,16283,0,116,0.165190566225495,2015
93265,3137,2716,5,21,0,302,11,82,0.8657953458718521,2015
93266,1171,227,0,16,0,928,0,0,0.1938514090520922,2015
93267,6585,1752,0,0,5,4828,0,0,0.2660592255125285,2015
93268,17387,10767,211,54,193,5732,0,418,0.619255765802036,2015
93270,5336,956,254,0,28,4024,30,44,0.1791604197901049,2015
93271,2185,1857,0,29,22,215,0,54,0.8498855835240274,2015
93272,3816,798,0,0,0,2966,0,52,0.2091194968553459,2015
93274,71853,24268,2038,689,1441,42166,33,1127,0.3377451185058383,2015
93276,206,163,0,1,0,32,0,10,0.7912621359223301,2015
93277,51377,26984,1064,284,1481,20762,12,745,0.5252155633843938,2015
93280,27375,3587,1753,85,171,21535,23,198,0.1310319634703196,2015
93283,2353,1821,0,340,0,146,46,0,0.773905652358691,2015
93285,1709,1630,0,0,0,56,0,23,0.9537741369221768,2015
93286,9931,1941,36,1,67,7672,0,214,0.1954485953076226,2015
93287,115,107,0,0,4,3,0,1,0.9304347826086956,2015
93291,55990,18428,740,225,3667,31373,166,1191,0.3291302018217539,2015
93292,39767,16702,554,284,1616,19628,0,979,0.419996479493047,2015
93301,11557,4647,1131,54,555,4865,0,305,0.4020939690231029,2015
93304,52172,11603,5778,384,1085,32252,58,963,0.2223989879628919,2015
93305,38291,6919,1943,384,342,28096,75,509,0.1806952025280092,2015
93306,69242,21583,2206,152,1826,42170,82,1160,0.3117038791484937,2015
93307,85957,11230,6097,479,1803,65135,175,959,0.1306467187081913,2015
93308,54128,38791,1326,689,775,11106,62,1373,0.7166531185338457,2015
93309,60380,23805,5966,103,2637,26159,73,1340,0.3942530639284531,2015
93311,44874,20002,2086,332,6707,14685,100,932,0.4457369523554842,2015
93312,57579,35820,1383,332,4066,14436,19,1485,0.6221018079508154,2015
93313,45862,12908,3868,247,5045,22871,7,890,0.2814530548166238,2015
93314,24537,15514,492,123,1700,6419,0,284,0.6322696336145414,2015
93401,28431,21640,421,68,1247,4045,0,1010,0.7611410080545883,2015
93402,15424,12326,37,92,460,1889,26,594,0.7991441908713693,2015
93405,35021,22800,2353,178,2920,5847,19,874,0.6510379486593758,2015
93410,0,0,0,0,0,0,0,0,,2015
93420,30444,23036,68,144,1813,4425,12,946,0.7566679805544606,2015
93422,32191,25368,442,42,676,4909,0,702,0.7880463483582367,2015
93424,956,922,0,0,0,0,0,34,0.9644351464435148,2015
93426,1549,1232,36,34,5,139,0,103,0.7953518398967075,2015
93427,5410,3452,109,79,72,1511,31,156,0.6380776340110905,2015
93428,6396,4873,7,0,113,1271,7,125,0.7618824265165729,2015
93429,116,48,0,0,0,68,0,0,0.4137931034482758,2015
93430,2933,2486,4,9,136,270,0,28,0.8475963177633822,2015
93432,880,763,0,0,0,67,0,50,0.8670454545454546,2015
93433,13409,7620,355,135,735,3990,0,397,0.5682750391528079,2015
93434,7243,510,47,195,190,6174,0,127,0.0704128123705646,2015
93436,55329,21985,2657,305,1462,26554,30,2033,0.3973503949104447,2015
93437,3317,1789,247,17,127,739,0,398,0.5393427796201387,2015
93440,1813,1075,0,9,31,687,0,11,0.5929398786541644,2015
93441,1251,957,51,11,14,118,0,61,0.7649880095923262,2015
93442,11035,8592,172,99,202,1864,0,106,0.7786135024920707,2015
93444,19173,11076,296,74,401,6955,0,371,0.5776873728680958,2015
93445,7659,2539,0,0,76,4872,0,172,0.3315054184619402,2015
93446,44844,27710,950,103,768,14723,17,573,0.6179199000981179,2015
93449,7890,7003,121,15,137,423,0,191,0.8875792141951838,2015
93450,929,174,0,0,7,748,0,0,0.1872981700753498,2015
93451,4112,2176,18,19,22,1627,180,65,0.5291828793774319,2015
93452,500,261,0,0,8,226,0,5,0.522,2015
93453,3701,3241,8,0,41,346,0,65,0.8757092677654688,2015
93454,37651,11044,450,285,2010,23373,25,409,0.2933255424822714,2015
93455,42780,26925,640,96,1920,11911,44,1172,0.629382889200561,2015
93458,57081,5907,241,162,2295,48090,22,343,0.1034845219950596,2015
93460,4802,3580,22,153,101,778,19,148,0.7455226988754685,2015
93461,1572,941,47,0,4,500,0,60,0.5986005089058524,2015
93463,7911,5599,24,82,98,1996,48,64,0.707748704335735,2015
93465,8827,7006,17,105,85,1354,23,237,0.7937011442166081,2015
93501,5125,1941,474,0,12,2551,21,78,0.3787317073170732,2015
93505,13165,5786,2499,14,397,3929,0,540,0.4394986707178124,2015
93510,7462,5476,210,15,126,1420,60,150,0.7338515143393192,2015
93512,333,216,0,81,1,17,0,18,0.6486486486486487,2015
93513,1732,940,8,408,69,243,0,34,0.5427251732101617,2015
93514,14254,9648,134,1149,168,2847,0,220,0.6768626350498106,2015
93516,2326,1454,305,22,66,389,0,90,0.6251074806534824,2015
93517,929,379,12,52,9,300,0,175,0.4079655543595263,2015
93518,954,781,0,18,0,98,0,57,0.8186582809224319,2015
93519,67,67,0,0,0,0,0,0,1.0,2015
93522,24,24,0,0,0,0,0,0,1.0,2015
93523,3469,2614,329,0,37,259,0,230,0.7535312770250793,2015
93524,177,92,34,0,31,9,0,8,0.519774011299435,2015
93526,726,560,1,88,2,66,0,9,0.7713498622589532,2015
93527,1876,1700,19,35,32,82,0,8,0.906183368869936,2015
93528,118,91,0,0,27,0,0,0,0.7711864406779662,2015
93529,512,429,0,0,0,83,0,0,0.837890625,2015
93530,34,26,0,0,0,8,0,0,0.7647058823529411,2015
93531,363,334,0,0,0,0,29,0,0.9201101928374656,2015
93532,2557,2040,29,15,42,394,1,36,0.7978099335158388,2015
93534,38431,13224,7497,82,1563,14427,91,1375,0.3440972131872707,2015
93535,73979,20019,15962,103,1984,34429,85,1245,0.2706038200029738,2015
93536,71254,33601,10703,187,3346,20602,122,2610,0.4715665085468886,2015
93541,519,451,9,0,8,49,0,2,0.8689788053949904,2015
93543,13720,3042,961,9,169,9299,13,187,0.2217201166180758,2015
93544,1145,843,18,0,0,145,117,22,0.7362445414847162,2015
93545,2006,1202,19,173,8,590,0,14,0.5992023928215354,2015
93546,9147,5574,35,17,126,3198,0,197,0.6093801246310265,2015
93549,215,177,14,24,0,0,0,0,0.8232558139534883,2015
93550,75088,12672,10004,313,1846,48907,227,1059,0.1687619859365011,2015
93551,50100,22892,4939,218,4118,15738,525,1661,0.4569261477045908,2015
93552,42630,5480,6016,106,1367,29023,47,572,0.1285479709125029,2015
93553,1784,1267,70,0,0,394,0,42,0.7102017937219731,2015
93554,140,102,0,0,0,38,0,0,0.7285714285714285,2015
93555,33580,22561,1578,165,1940,6035,0,1272,0.671858248957713,2015
93558,284,262,0,0,0,22,0,0,0.9225352112676056,2015
93560,20209,8896,2150,122,707,7223,17,1062,0.4401999109307734,2015
93561,33823,23085,1200,137,500,8046,97,680,0.6825237264583272,2015
93562,1712,1277,97,5,5,285,0,43,0.7459112149532711,2015
93563,387,212,38,0,15,76,0,45,0.5478036175710594,2015
93591,6781,1929,844,0,71,3805,0,132,0.2844713169149093,2015
93592,8,8,0,0,0,0,0,0,1.0,2015
93601,1917,1825,0,26,0,55,0,11,0.9520083463745436,2015
93602,4264,2994,27,218,33,880,0,98,0.7021575984990619,2015
93603,195,179,0,0,0,0,0,16,0.917948717948718,2015
93604,951,768,22,16,2,31,0,112,0.807570977917981,2015
93605,248,172,0,9,5,36,0,26,0.6935483870967742,2015
93606,676,10,0,32,18,606,0,5,0.014792899408284,2015
93608,998,0,0,0,0,998,0,0,0.0,2015
93609,5781,1370,0,51,149,4039,2,170,0.2369832208960387,2015
93610,23912,9670,2353,362,491,10277,28,533,0.4043994647039143,2015
93611,48736,28153,1019,198,5943,12150,84,1125,0.5776633289560079,2015
93612,36237,17912,1192,154,2563,13230,187,777,0.4943014046416646,2015
93614,10785,9432,90,143,81,860,23,152,0.874547983310153,2015
93615,6027,231,0,11,63,5642,0,80,0.0383275261324041,2015
93616,2146,160,0,7,81,1884,0,14,0.0745573159366262,2015
93618,30379,4152,17,10,477,25471,2,247,0.1366733598867638,2015
93619,30602,20984,350,345,3200,4516,149,980,0.6857068165479381,2015
93620,9789,2378,198,10,27,6950,11,215,0.2429257329655736,2015
93621,212,172,0,0,0,40,0,0,0.8113207547169812,2015
93622,10350,860,38,0,6,9340,0,106,0.0830917874396135,2015
93623,89,43,0,25,0,0,0,21,0.4831460674157303,2015
93624,1339,98,18,24,38,1161,0,0,0.0731889469753547,2015
93625,7346,1374,19,5,872,5039,21,12,0.187040566294582,2015
93626,1153,928,0,31,10,184,0,0,0.8048568950563747,2015
93627,81,0,0,0,0,81,0,0,0.0,2015
93628,196,112,0,0,0,0,0,84,0.5714285714285714,2015
93630,18898,3664,2,23,928,14088,113,80,0.1938829505767806,2015
93631,16618,8160,13,6,276,7614,32,516,0.4910338187507522,2015
93633,0,0,0,0,0,0,0,0,,2015
93634,17,7,10,0,0,0,0,0,0.4117647058823529,2015
93635,39927,9725,798,167,1068,27508,16,631,0.2435695143637137,2015
93636,12367,7479,133,38,323,4060,60,274,0.604754588825099,2015
93637,39596,9313,936,265,1585,26902,171,419,0.2352005253055864,2015
93638,50851,7111,1397,164,515,41399,6,254,0.1398399244852608,2015
93640,12375,182,179,0,95,11893,0,26,0.0147070707070707,2015
93641,230,182,24,0,0,24,0,0,0.7913043478260869,2015
93643,2617,1680,0,426,1,425,0,85,0.6419564386702331,2015
93644,7702,6512,0,74,21,760,0,335,0.8454946767073488,2015
93645,194,194,0,0,0,0,0,0,1.0,2015
93646,11001,489,15,19,19,10454,0,5,0.0444505044995909,2015
93647,12371,575,0,11,883,10731,0,171,0.0464796701964271,2015
93648,16120,582,75,0,259,15200,0,4,0.0361042183622828,2015
93650,3987,869,0,0,313,2645,46,109,0.2179583646852269,2015
93651,1526,1344,0,17,7,150,0,8,0.8807339449541285,2015
93652,237,33,0,2,0,202,0,0,0.1392405063291139,2015
93653,1602,1341,10,90,8,80,0,73,0.8370786516853933,2015
93654,31259,7593,206,10,840,22062,51,496,0.2429060430595988,2015
93656,7358,1716,116,29,25,5464,0,8,0.2332155477031802,2015
93657,35129,9467,134,193,1217,23611,13,494,0.2694924421418201,2015
93660,4797,333,0,0,0,4464,0,0,0.0694183864915572,2015
93662,30774,4871,106,117,1525,23487,6,652,0.1582829661402482,2015
93664,688,626,0,0,15,12,0,35,0.9098837209302324,2015
93665,759,0,163,0,0,596,0,0,0.0,2015
93666,761,38,0,0,4,719,0,0,0.0499342969776609,2015
93667,2556,1886,0,222,30,313,0,105,0.7378716744913928,2015
93668,941,244,0,0,0,697,0,0,0.2592986184909671,2015
93669,242,198,0,11,0,15,18,0,0.8181818181818182,2015
93673,711,120,0,28,0,551,3,9,0.1687763713080168,2015
93675,3097,2315,0,139,75,346,0,222,0.7474975783015821,2015
93701,10555,761,606,88,1083,7951,0,66,0.0720985315016579,2015
93702,47013,2937,2468,295,5595,35346,0,372,0.0624720821900325,2015
93703,33417,5050,1986,468,5595,19680,0,623,0.1511206870754406,2015
93704,27009,12356,1282,71,1594,10923,57,700,0.4574771372505461,2015
93705,38379,10346,4434,110,2336,20182,33,924,0.2695745068917898,2015
93706,39929,4499,5461,153,3915,24991,21,773,0.1126749981216659,2015
93710,32434,13504,2082,21,3190,12467,58,929,0.4163532095948696,2015
