zip_code,total,white,black,indigenous,asian,latino,other,multiracial,white_percent
91356,30346,20798,1186,25,2059,4895,172,1211,0.6853621564621367
91360,43389,28609,378,137,3251,9656,34,1269,0.6593606674502754
91361,20826,16664,244,61,1102,2118,0,637,0.8001536540862384
91362,36071,25080,452,86,3384,5801,28,1207,0.6952953896481938
91364,27031,19076,1562,58,2020,3542,8,765,0.7057082608856499
91367,43370,28162,1754,57,6315,5042,257,1733,0.6493428637306894
91371,0,0,0,0,0,0,0,0,
91377,14440,10279,159,0,2038,1069,26,869,0.7118421052631579
91381,20530,11420,581,0,4542,3204,10,773,0.5562591329761325
91384,29283,13321,1596,18,1966,10979,41,1249,0.45490557661441794
91387,43319,17125,2923,79,5097,15931,93,2050,0.39532306839954756
91390,19521,12546,364,113,1303,4291,0,865,0.6426924850161365
91401,40995,18350,1751,28,2283,17509,188,884,0.44761556287352117
91402,71317,6114,2012,73,10803,51699,117,455,0.08572991011960683
91403,24677,18104,1426,53,1570,2479,48,980,0.7336386108522106
91405,54770,12683,2277,68,3941,34724,277,762,0.23156837684863976
91406,56200,14998,2430,89,5258,31888,498,1022,0.26686832740213523
91411,25210,9239,1068,0,1984,12418,5,496,0.3664815549385165
91423,33641,23483,1822,12,2348,4260,37,1601,0.6980470259504771
91436,14794,12212,164,24,1097,1023,17,239,0.8254697850479924
91501,20892,14532,717,89,1716,2800,92,946,0.6955772544514647
91502,11645,5467,423,28,1246,4153,140,188,0.46947187634177756
91504,26558,14054,614,35,4501,6388,387,568,0.5291814142631223
91505,30997,17000,840,59,3168,8260,168,1502,0.5484401716295125
91506,18245,10490,205,105,1824,4965,167,466,0.574952041655248
91601,38379,17122,2830,116,2625,14221,239,1133,0.4461293936788348
91602,18944,12314,1360,13,1535,2679,52,928,0.6500211148648649
91604,30642,22454,1328,87,2196,3396,23,1085,0.7327850662489394
91605,52386,14695,1870,5,4137,30908,64,650,0.28051387775359826
91606,44352,15709,1811,70,2456,23622,74,532,0.35418921356421357
91607,31383,19493,2189,47,1774,6831,102,943,0.6211324602491795
91608,0,0,0,0,0,0,0,0,
91701,39628,19778,1765,150,3427,13468,20,1020,0.49909155142828304
91702,61739,10686,1464,145,6417,41809,87,1026,0.17308346426083998
91706,77819,2809,1432,595,14309,57810,131,176,0.036096583096673046
91708,3154,848,295,27,639,1038,0,307,0.26886493341788203
91709,78025,23486,3535,151,26017,22479,265,2053,0.30100608779237426
91710,88862,22423,4765,189,10363,47311,72,3328,0.252335081362112
91711,36933,18245,1970,188,4977,10070,71,1412,0.49400265345355104
91722,36557,6156,776,141,4254,24484,43,664,0.16839456191700633
91723,20193,4728,868,72,2342,11668,137,378,0.23414054375278562
91724,25755,8025,673,14,3758,12735,55,485,0.3115899825276645
91730,70545,21237,8963,434,8309,29422,120,1706,0.30104188815649585
91731,30063,1286,110,0,8252,19938,22,136,0.04277683531251039
91732,63557,2765,340,50,18769,41132,58,288,0.04350425602215334
91733,44989,1407,47,54,9765,33293,7,323,0.031274311498366264
91737,25759,11776,1544,51,3267,8264,37,796,0.4571606040607166
91739,39069,12994,3067,1,7502,14388,86,1031,0.33259105684814044
91740,26067,11173,846,153,2545,10401,0,899,0.4286262324011202
91741,26610,15816,270,73,2973,6378,142,927,0.5943630214205186
91744,86982,3440,965,139,9092,72793,144,318,0.03954841231519165
91745,54166,6808,564,109,21160,24927,133,401,0.1256877007717018
91746,30640,1186,304,58,3026,25904,67,90,0.03870757180156658
91748,47114,4728,541,129,28970,11921,23,596,0.10035233688500234
91750,34017,17291,1291,121,2463,12124,34,692,0.5083046711938148
91752,30716,7175,1904,20,1781,18967,11,845,0.23359161349134003
91754,33114,1540,147,30,20197,10221,75,702,0.04650600954279157
91755,27942,855,48,107,20568,5905,6,252,0.030599098131844533
91759,426,399,5,6,0,16,0,0,0.9366197183098591
91761,60560,9836,3428,127,3987,41709,225,1103,0.16241743725231175
91762,59433,10306,3295,80,2641,41953,145,910,0.1734053471976848
91763,38211,5475,1076,64,3850,26845,143,554,0.14328334772709428
91764,53750,7743,3031,139,3177,38295,211,928,0.14405581395348838
91765,47398,9614,2070,173,25455,8587,69,980,0.2028355626819697
91766,72787,6188,2755,125,8100,54090,242,1153,0.08501518128237186
91767,49492,7534,4129,277,3976,32939,33,465,0.15222662248444194
91768,36122,4455,2335,11,2745,25753,199,580,0.12333204141520403
91770,63981,2656,107,170,38573,21995,11,427,0.04151232397117895
91773,34555,15818,820,143,5387,11425,66,745,0.45776298654319203
91775,25156,5378,298,41,12835,5965,141,491,0.21378597551280012
91776,38322,3058,144,41,24640,10043,4,277,0.07979750534940765
91780,35184,5451,312,66,20958,7754,7,511,0.15492837653478855
91784,25908,14599,794,49,3334,6283,30,819,0.5634939014976069
91786,53339,18550,3228,75,3822,26084,252,1220,0.34777554884793493
91789,44115,5759,1136,61,26640,9438,71,915,0.13054516604329594
91790,45958,5386,1030,100,10251,28352,0,788,0.11719395970233691
91791,33953,5518,1571,0,9023,17062,183,583,0.1625187759549966
91792,29787,1932,1833,25,12115,13413,16,415,0.06486050961828986
91801,54928,4786,1119,209,28145,19748,7,748,0.08713224584911157
91803,30137,2520,267,75,14524,12313,26,355,0.08361814380993463
91901,18238,14189,240,297,339,2576,160,421,0.7779910077859414
91902,19762,6622,596,12,2167,9451,26,747,0.3350875417467868
91905,1528,1091,108,99,3,202,0,25,0.7140052356020943
91906,3426,1925,57,250,35,1085,0,74,0.5618797431406889
91910,76250,17424,2721,74,7136,46347,127,2079,0.22851147540983607
91911,84025,11870,2514,44,5795,62511,50,952,0.14126747991669147
91913,49346,7124,2988,0,14979,22182,164,1618,0.1443683378591983
91914,17186,3459,972,6,3912,7751,50,986,0.20126847433957873
91915,32073,5002,1777,23,6592,16015,591,1939,0.15595672372400463
91916,1752,1450,4,6,0,253,0,39,0.8276255707762558
91917,1125,273,44,0,4,671,0,0,0.24266666666666667
91931,370,302,0,0,0,68,0,0,0.8162162162162162
91932,26713,8454,989,155,2153,13629,0,1146,0.3164751244712312
91934,298,95,0,26,62,115,0,0,0.3187919463087248
91935,8547,5706,145,80,232,1994,333,51,0.6676026676026676
91941,32944,20129,2379,73,1198,7367,170,1468,0.6110065565808644
91942,40239,23152,2026,136,2488,10276,33,2001,0.5753622107905266
91945,26983,8533,3495,44,1633,11910,14,1234,0.31623614868620986
91948,14,14,0,0,0,0,0,0,1.0
91950,62386,6224,2757,172,11736,40360,26,808,0.09976597313499824
91962,2530,1956,13,14,24,479,0,44,0.7731225296442688
91963,957,409,0,0,0,548,0,0,0.42737722048066873
91977,61377,18042,7123,86,5264,27571,75,2293,0.2939537611808984
91978,9829,4596,1021,40,578,3119,0,443,0.4675958897141113
91980,623,0,0,0,0,623,0,0,0.0
92003,5161,3146,125,9,308,1304,10,259,0.6095717884130982
92004,2315,1715,122,0,0,417,0,61,0.7408207343412527
92007,11301,9726,27,0,272,989,88,199,0.8606318024953544
92008,27537,20358,84,68,1293,4840,64,781,0.7392962196317682
92009,44632,33430,567,38,3773,5003,152,1574,0.7490141602437713
92010,15694,11104,139,52,1517,2361,0,521,0.7075315407161973
