"GEO_ID","P005001","P005002","P005003","P005004","P005005","P005006","P005007","P005008","P005009","P005010","P005011","P005012","P005013","P005014","P005015","P005016","P005017","NAME"
"id","Total","Total!!Not Hispanic or Latino","Total!!Not Hispanic or Latino!!White alone","Total!!Not Hispanic or Latino!!Black or African American alone","Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Total!!Not Hispanic or Latino!!Asian alone","Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Total!!Not Hispanic or Latino!!Some Other Race alone","Total!!Not Hispanic or Latino!!Two or More Races","Total!!Hispanic or Latino","Total!!Hispanic or Latino!!White alone","Total!!Hispanic or Latino!!Black or African American alone","Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Total!!Hispanic or Latino!!Asian alone","Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Total!!Hispanic or Latino!!Some Other Race alone","Total!!Hispanic or Latino!!Two or More Races","Geographic Area Name"
"8600000US95330","17853","10289","4399","1199","105","3862","127","37","560","7564","2942","86","127","105","16","3634","654","ZCTA5 95330"
"8600000US95333","2942","966","885","17","7","37","1","0","19","1976","865","9","37","3","0","991","71","ZCTA5 95333"
"8600000US95334","15457","4601","1910","67","57","2341","17","30","179","10856","4765","47","350","38","10","5184","462","ZCTA5 95334"
"8600000US95335","541","510","489","2","9","2","0","0","8","31","16","3","1","0","0","5","6","ZCTA5 95335"
"8600000US95336","42675","26888","21742","1310","271","1900","193","127","1345","15787","6333","108","276","131","38","7392","1509","ZCTA5 95336"
"8600000US95337","31557","19617","13913","1400","159","2864","146","58","1077","11940","4947","95","153","113","53","5369","1210","ZCTA5 95337"
"8600000US95338","11062","10192","9340","70","317","104","8","21","332","870","446","5","43","2","0","241","133","ZCTA5 95338"
"8600000US95340","33931","20757","15466","1391","258","2609","93","88","852","13174","5884","120","353","78","19","5715","1005","ZCTA5 95340"
"8600000US95341","32967","11822","5502","1653","104","3998","28","46","491","21145","8991","207","293","79","14","10479","1082","ZCTA5 95341"
"8600000US95345","708","521","453","2","40","7","0","0","19","187","94","0","11","0","0","80","2","ZCTA5 95345"
"8600000US95346","1272","1171","1109","5","18","4","4","0","31","101","65","0","3","1","0","18","14","ZCTA5 95346"
"8600000US95348","30805","17881","10119","2056","126","4569","46","53","912","12924","6926","212","222","109","19","4601","835","ZCTA5 95348"
"8600000US95350","51046","35599","29073","1742","350","2187","415","88","1744","15447","6511","209","364","155","42","6618","1548","ZCTA5 95350"
"8600000US95351","46458","15517","9619","1496","224","2964","217","50","947","30941","12965","242","435","154","50","15524","1571","ZCTA5 95351"
"8600000US95354","25394","15479","12415","958","181","816","212","61","836","9915","4211","101","236","87","15","4392","873","ZCTA5 95354"
"8600000US95355","58311","43182","34033","2087","321","4078","471","134","2058","15129","6950","222","332","199","61","5859","1506","ZCTA5 95355"
"8600000US95356","30918","22980","17060","1111","154","3040","318","67","1230","7938","3901","116","111","82","15","2959","754","ZCTA5 95356"
"8600000US95357","11559","7178","5837","284","76","482","146","10","343","4381","1731","31","75","30","1","2207","306","ZCTA5 95357"
"8600000US95358","31668","13525","10855","721","129","1063","144","37","576","18143","7890","86","189","95","35","8970","878","ZCTA5 95358"
"8600000US95360","11712","4558","3914","224","50","164","29","16","161","7154","3946","20","69","38","11","2645","425","ZCTA5 95360"
"8600000US95361","31610","24193","22463","195","204","552","54","37","688","7417","3492","16","105","46","9","3196","553","ZCTA5 95361"
"8600000US95363","25237","10520","7051","1301","113","1103","271","47","634","14717","5950","134","147","73","35","7596","782","ZCTA5 95363"
"8600000US95364","53","53","52","0","1","0","0","0","0","0","0","0","0","0","0","0","0","ZCTA5 95364"
"8600000US95365","4985","250","172","13","2","49","1","0","13","4735","1774","10","21","4","0","2852","74","ZCTA5 95365"
"8600000US95366","16575","12858","11517","217","75","584","27","22","416","3717","1740","23","57","37","13","1500","347","ZCTA5 95366"
"8600000US95367","23173","11247","9333","409","131","740","82","34","518","11926","6048","70","140","37","7","4954","670","ZCTA5 95367"
"8600000US95368","13614","7212","5693","406","47","585","68","24","389","6402","2706","28","64","84","15","3092","413","ZCTA5 95368"
"8600000US95369","1099","657","612","3","14","18","0","2","8","442","210","5","2","0","0","207","18","ZCTA5 95369"
"8600000US95370","26803","24543","23117","91","304","317","30","25","659","2260","1455","6","93","26","8","358","314","ZCTA5 95370"
"8600000US95372","1963","1789","1707","1","22","10","2","2","45","174","122","2","7","3","0","25","15","ZCTA5 95372"
"8600000US95374","2030","1229","1146","30","10","9","0","1","33","801","301","3","3","0","0","472","22","ZCTA5 95374"
"8600000US95375","106","99","98","0","1","0","0","0","0","7","3","0","0","0","0","1","3","ZCTA5 95375"
"8600000US95376","49859","28561","18735","3159","214","4143","316","123","1871","21298","9351","199","288","211","52","9578","1619","ZCTA5 95376"
"8600000US95377","30902","21997","10423","2243","68","7129","291","83","1760","8905","4203","109","127","202","44","3270","950","ZCTA5 95377"
"8600000US95379","3898","3490","3113","17","202","34","4","4","116","408","200","6","48","0","1","86","67","ZCTA5 95379"
"8600000US95380","41201","21405","18245","491","222","1360","148","59","880","19796","8509","99","217","71","35","9789","1076","ZCTA5 95380"
"8600000US95382","36176","27332","22642","558","144","2569","138","80","1201","8844","4712","60","102","85","9","3309","567","ZCTA5 95382"
"8600000US95383","3937","3641","3432","8","47","47","3","9","95","296","187","0","3","4","1","61","40","ZCTA5 95383"
"8600000US95385","429","262","244","2","4","7","1","0","4","167","51","1","0","0","0","101","14","ZCTA5 95385"
"8600000US95386","9877","5930","5425","73","67","134","10","8","213","3947","1738","9","56","12","1","1923","208","ZCTA5 95386"
"8600000US95387","636","141","103","3","4","20","1","8","2","495","196","0","2","1","0","279","17","ZCTA5 95387"
"8600000US95388","13074","4472","3306","166","40","750","11","7","192","8602","4127","37","120","24","0","3960","334","ZCTA5 95388"
"8600000US95389","1272","1131","986","29","31","35","7","0","43","141","48","1","3","0","0","79","10","ZCTA5 95389"
"8600000US95391","9959","8202","2884","875","35","3771","67","26","544","1757","785","31","18","65","4","698","156","ZCTA5 95391"
"8600000US95401","36981","23708","19818","722","359","1539","151","72","1047","13273","4986","115","440","38","12","6799","883","ZCTA5 95401"
"8600000US95403","45164","32442","26749","1099","516","2463","196","105","1314","12722","5268","97","310","67","21","6049","910","ZCTA5 95403"
"8600000US95404","39761","31165","27245","689","275","1584","141","89","1142","8596","3862","76","257","39","7","3666","689","ZCTA5 95404"
"8600000US95405","21399","18588","16633","278","151","701","133","72","620","2811","1339","28","76","12","5","1025","326","ZCTA5 95405"
"8600000US95407","39352","19029","13962","1001","499","2385","89","57","1036","20323","7127","164","458","104","9","11159","1302","ZCTA5 95407"
"8600000US95409","27187","23956","21396","386","177","1089","137","44","727","3231","1603","39","103","26","10","1134","316","ZCTA5 95409"
"8600000US95410","950","902","836","1","10","15","0","0","40","48","39","0","2","1","1","0","5","ZCTA5 95410"
"8600000US95412","401","294","213","0","77","1","1","0","2","107","55","0","8","1","0","41","2","ZCTA5 95412"
"8600000US95415","1592","774","718","8","8","7","2","3","28","818","197","3","15","1","0","585","17","ZCTA5 95415"
"8600000US95417","297","263","243","0","6","0","0","0","14","34","12","0","4","0","0","11","7","ZCTA5 95417"
"8600000US95420","374","361","339","1","0","8","0","1","12","13","6","0","0","0","0","2","5","ZCTA5 95420"
"8600000US95421","1592","1443","1329","3","20","37","0","4","50","149","70","0","5","2","0","59","13","ZCTA5 95421"
"8600000US95422","15585","12306","10543","594","294","155","26","35","659","3279","1021","22","108","8","1","1786","333","ZCTA5 95422"
"8600000US95423","3747","3413","3096","71","78","45","7","3","113","334","151","2","40","3","0","99","39","ZCTA5 95423"
"8600000US95425","10841","7605","7088","40","154","110","11","13","189","3236","1238","15","60","5","1","1725","192","ZCTA5 95425"
"8600000US95426","2147","2011","1880","15","27","13","3","2","71","136","79","0","6","1","0","33","17","ZCTA5 95426"
"8600000US95427","459","439","423","1","7","3","0","0","5","20","3","0","0","0","0","10","7","ZCTA5 95427"
"8600000US95428","2516","2211","1055","29","956","13","0","8","150","305","115","2","58","4","0","84","42","ZCTA5 95428"
"8600000US95429","70","68","53","1","7","1","0","0","6","2","0","0","0","0","0","0","2","ZCTA5 95429"
"8600000US95430","44","36","36","0","0","0","0","0","0","8","0","0","0","0","0","8","0","ZCTA5 95430"
"8600000US95431","631","602","536","38","1","24","1","1","1","29","21","0","0","1","1","5","1","ZCTA5 95431"
"8600000US95432","426","384","354","2","5","5","1","2","15","42","21","0","1","1","0","4","15","ZCTA5 95432"
"8600000US95435","82","36","35","0","1","0","0","0","0","46","1","0","0","0","0","45","0","ZCTA5 95435"
"8600000US95436","5418","4787","4477","40","52","70","9","13","126","631","323","3","16","3","0","228","58","ZCTA5 95436"
"8600000US95437","14799","11681","10758","106","209","197","10","24","377","3118","1275","23","66","6","7","1543","198","ZCTA5 95437"
"8600000US95439","675","486","453","3","4","11","1","4","10","189","35","0","8","0","0","142","4","ZCTA5 95439"
"8600000US95441","2014","1247","1184","7","7","19","0","0","30","767","313","1","18","0","1","407","27","ZCTA5 95441"
"8600000US95442","3178","2705","2511","18","8","69","10","10","79","473","240","1","7","1","1","182","41","ZCTA5 95442"
"8600000US95443","233","215","189","11","2","3","0","0","10","18","12","0","0","0","1","1","4","ZCTA5 95443"
"8600000US95444","748","540","493","1","12","15","0","0","19","208","77","0","6","0","0","101","24","ZCTA5 95444"
"8600000US95445","2093","1691","1596","7","7","20","3","5","53","402","170","0","10","0","5","192","25","ZCTA5 95445"
"8600000US95446","4750","4215","3903","29","47","45","7","21","163","535","263","2","18","2","2","198","50","ZCTA5 95446"
"8600000US95448","16852","11952","11262","87","94","194","21","26","268","4900","1744","20","168","18","9","2651","290","ZCTA5 95448"
"8600000US95449","1507","1042","835","6","145","14","3","0","39","465","182","1","23","0","0","224","35","ZCTA5 95449"
"8600000US95450","387","357","339","3","2","4","0","0","9","30","20","0","1","0","0","6","3","ZCTA5 95450"
"8600000US95451","11213","8757","8109","106","153","108","16","25","240","2456","842","4","53","3","1","1382","171","ZCTA5 95451"
"8600000US95452","1393","1295","1238","5","0","27","2","1","22","98","35","0","2","0","1","49","11","ZCTA5 95452"
"8600000US95453","11256","9290","8265","111","457","161","10","7","279","1966","799","6","108","3","2","871","177","ZCTA5 95453"
"8600000US95454","2556","2308","1919","21","248","21","1","5","93","248","71","5","49","2","0","89","32","ZCTA5 95454"
"8600000US95456","795","778","759","0","5","1","0","1","12","17","12","0","0","0","0","4","1","ZCTA5 95456"
"8600000US95457","2893","2511","2293","62","22","20","3","6","105","382","148","1","14","0","0","182","37","ZCTA5 95457"
"8600000US95458","3104","2737","2439","53","86","24","5","4","126","367","179","7","19","2","4","90","66","ZCTA5 95458"
"8600000US95459","504","389","334","2","28","2","1","4","18","115","35","0","8","0","0","44","28","ZCTA5 95459"
"8600000US95460","2285","2185","2068","7","11","17","1","4","77","100","76","4","0","0","0","12","8","ZCTA5 95460"
"8600000US95461","3413","2836","2602","21","59","32","9","2","111","577","230","0","13","1","0","289","44","ZCTA5 95461"
"8600000US95462","1417","1321","1222","9","8","16","1","1","64","96","58","1","2","0","0","18","17","ZCTA5 95462"
"8600000US95463","169","157","144","0","3","4","0","1","5","12","5","0","0","0","0","6","1","ZCTA5 95463"
"8600000US95464","2673","2275","1846","58","210","45","3","12","101","398","161","2","89","3","0","109","34","ZCTA5 95464"
"8600000US95465","2083","1944","1828","9","18","30","1","0","58","139","52","0","6","0","0","63","18","ZCTA5 95465"
"8600000US95466","946","571","548","3","5","5","0","2","8","375","127","0","13","0","0","231","4","ZCTA5 95466"
"8600000US95467","5498","4785","4453","61","52","70","12","5","132","713","310","2","28","5","0","311","57","ZCTA5 95467"
"8600000US95468","1258","1000","864","1","108","1","1","2","23","258","75","1","21","0","0","140","21","ZCTA5 95468"
"8600000US95469","1767","1408","1338","5","25","6","0","6","28","359","126","1","26","0","1","182","23","ZCTA5 95469"
"8600000US95470","6032","4964","4458","25","275","47","10","4","145","1068","353","8","80","3","2","551","71","ZCTA5 95470"
"8600000US95471","522","465","426","4","4","7","4","0","20","57","17","0","4","0","0","22","14","ZCTA5 95471"
"8600000US95472","28255","25368","23826","209","136","446","41","43","667","2887","1580","15","61","19","4","944","264","ZCTA5 95472"
"8600000US95476","35394","25414","23770","125","113","691","74","49","592","9980","4679","53","140","43","4","4550","511","ZCTA5 95476"
"8600000US95482","31808","22231","19255","250","956","882","43","44","801","9577","3249","24","292","23","11","5221","757","ZCTA5 95482"
"8600000US95485","2557","2156","1947","22","87","18","3","6","73","401","160","0","40","0","2","142","57","ZCTA5 95485"
"8600000US95486","62","59","54","0","0","1","0","0","4","3","2","0","0","0","0","0","1","ZCTA5 95486"
"8600000US95488","280","276","246","1","3","3","0","3","20","4","1","0","0","0","0","2","1","ZCTA5 95488"
"8600000US95490","13264","11264","10226","63","420","119","15","12","409","2000","767","6","120","5","0","875","227","ZCTA5 95490"
"8600000US95492","28532","19515","17406","201","298","796","52","53","709","9017","3707","37","317","36","3","4281","636","ZCTA5 95492"
"8600000US95493","198","191","189","0","2","0","0","0","0","7","2","0","1","0","0","2","2","ZCTA5 95493"
"8600000US95494","139","101","97","2","0","0","0","0","2","38","8","0","0","0","0","26","4","ZCTA5 95494"
"8600000US95497","1305","1188","1145","15","3","10","0","1","14","117","75","0","0","0","0","36","6","ZCTA5 95497"
"8600000US95501","23976","21192","17829","448","809","874","140","55","1037","2784","1327","22","103","17","7","994","314","ZCTA5 95501"
"8600000US95503","24152","21998","19134","243","651","874","74","33","989","2154","970","8","114","24","3","745","290","ZCTA5 95503"
"8600000US95511","360","338","295","1","16","1","0","0","25","22","17","0","0","0","0","1","4","ZCTA5 95511"
"8600000US95514","254","231","207","0","11","1","1","1","10","23","17","0","1","0","0","1","4","ZCTA5 95514"
"8600000US95519","17432","16247","14440","103","699","219","16","46","724","1185","566","9","82","6","2","317","203","ZCTA5 95519"
"8600000US95521","20199","18000","15684","358","395","455","32","120","956","2199","1031","29","75","22","5","736","301","ZCTA5 95521"
"8600000US95524","1787","1700","1535","8","40","45","5","4","63","87","61","0","2","1","0","12","11","ZCTA5 95524"
"8600000US95525","1733","1637","1447","6","106","15","2","4","57","96","38","0","10","0","2","22","24","ZCTA5 95525"
"8600000US95526","378","356","311","1","26","3","0","0","15","22","13","0","5","0","0","2","2","ZCTA5 95526"
"8600000US95527","627","595","539","1","26","4","0","1","24","32","20","0","1","0","0","1","10","ZCTA5 95527"
"8600000US95528","1139","1034","951","2","39","8","5","4","25","105","65","0","4","1","0","24","11","ZCTA5 95528"
"8600000US95531","24528","20159","15992","944","1319","918","24","157","805","4369","2424","26","230","25","6","1386","272","ZCTA5 95531"
"8600000US95536","2849","2573","2413","2","45","24","2","3","84","276","161","7","14","5","0","68","21","ZCTA5 95536"
"8600000US95537","276","258","200","6","12","21","1","0","18","18","10","0","1","0","0","6","1","ZCTA5 95537"
"8600000US95540","13657","11502","10414","69","405","116","9","34","455","2155","822","8","66","5","1","1072","181","ZCTA5 95540"
"8600000US95542","2533","2371","2188","17","63","23","0","5","75","162","88","3","10","5","0","36","20","ZCTA5 95542"
"8600000US95543","765","701","643","7","24","1","1","1","24","64","20","0","6","0","0","28","10","ZCTA5 95543"
"8600000US95545","153","149","136","1","1","2","1","0","8","4","4","0","0","0","0","0","0","ZCTA5 95545"
"8600000US95546","3494","3246","424","4","2656","5","6","2","149","248","37","1","155","0","0","16","39","ZCTA5 95546"
"8600000US95547","1222","1153","1069","1","31","6","0","4","42","69","24","3","2","0","0","26","14","ZCTA5 95547"
"8600000US95548","1373","1217","714","12","394","3","0","3","91","156","45","0","53","2","0","28","28","ZCTA5 95548"
"8600000US95549","805","775","709","6","12","9","0","8","31","30","11","0","1","0","0","16","2","ZCTA5 95549"
"8600000US95550","128","125","100","0","15","5","0","0","5","3","0","0","0","0","0","2","1","ZCTA5 95550"
"8600000US95551","1739","1529","1302","6","153","12","7","4","45","210","44","6","24","0","0","108","28","ZCTA5 95551"
"8600000US95552","697","668","604","1","26","2","0","4","31","29","11","0","4","0","0","11","3","ZCTA5 95552"
"8600000US95553","1062","958","891","2","20","8","1","0","36","104","51","2","2","0","0","40","9","ZCTA5 95553"
"8600000US95554","533","506","444","0","22","9","1","0","30","27","12","0","5","0","0","4","6","ZCTA5 95554"
"8600000US95555","410","390","324","0","40","0","3","2","21","20","13","0","2","0","0","4","1","ZCTA5 95555"
"8600000US95556","605","556","326","0","159","8","0","0","63","49","16","0","16","0","0","5","12","ZCTA5 95556"
"8600000US95558","425","414","384","3","4","5","0","2","16","11","4","1","0","0","0","4","2","ZCTA5 95558"
"8600000US95559","182","178","156","0","4","1","0","0","17","4","2","0","1","0","0","0","1","ZCTA5 95559"
"8600000US95560","1648","1507","1347","36","43","12","3","1","65","141","86","0","5","0","0","29","21","ZCTA5 95560"
"8600000US95562","3450","3066","2764","11","112","26","3","1","149","384","205","3","13","1","0","140","22","ZCTA5 95562"
"8600000US95563","652","601","503","0","71","0","0","0","27","51","27","0","8","0","0","8","8","ZCTA5 95563"
"8600000US95564","462","397","342","2","8","1","0","13","31","65","26","0","3","0","0","24","12","ZCTA5 95564"
"8600000US95565","1071","901","810","5","33","3","9","4","37","170","58","1","12","0","0","92","7","ZCTA5 95565"
"8600000US95567","1930","1426","1150","4","198","16","1","11","46","504","96","0","20","0","0","366","22","ZCTA5 95567"
"8600000US95568","136","125","70","1","44","2","0","0","8","11","5","0","3","0","0","1","2","ZCTA5 95568"
"8600000US95569","361","320","272","23","6","4","1","0","14","41","20","2","1","0","0","17","1","ZCTA5 95569"
"8600000US95570","2579","2453","2182","11","138","29","2","8","83","126","67","2","22","1","0","14","20","ZCTA5 95570"
"8600000US95571","271","252","230","0","8","1","0","2","11","19","10","0","4","0","0","1","4","ZCTA5 95571"
"8600000US95573","1744","1636","1353","6","160","14","6","1","96","108","51","0","9","0","0","29","19","ZCTA5 95573"
"8600000US95585","508","463","410","1","7","7","1","0","37","45","21","0","2","2","0","18","2","ZCTA5 95585"
"8600000US95587","201","189","168","1","7","3","0","0","10","12","10","0","1","0","0","1","0","ZCTA5 95587"
"8600000US95589","1612","1516","1401","12","12","15","2","7","67","96","41","5","1","2","0","28","19","ZCTA5 95589"
"8600000US95595","262","249","210","0","19","0","0","0","20","13","5","0","0","0","0","1","7","ZCTA5 95595"
"8600000US95601","198","182","177","0","0","2","1","0","2","16","9","0","0","0","0","3","4","ZCTA5 95601"
"8600000US95602","17509","15462","14620","99","130","253","13","16","331","2047","1132","7","36","22","1","688","161","ZCTA5 95602"
"8600000US95603","27844","25124","23345","208","231","509","22","33","776","2720","1550","4","81","21","2","789","273","ZCTA5 95603"
"8600000US95604","75","72","68","0","0","2","0","0","2","3","3","0","0","0","0","0","0","ZCTA5 95604"
"8600000US95605","14179","8184","5871","558","134","969","120","25","507","5995","2391","59","191","35","3","2837","479","ZCTA5 95605"
"8600000US95606","196","163","128","2","30","0","0","0","3","33","8","0","13","3","0","9","0","ZCTA5 95606"
"8600000US95607","431","358","325","5","8","7","0","3","10","73","11","0","0","0","0","52","10","ZCTA5 95607"
"8600000US95608","59418","52689","44331","2812","350","2568","208","108","2312","6729","3531","185","156","108","29","1757","963","ZCTA5 95608"
"8600000US95610","44147","36469","31792","1306","265","1337","164","75","1530","7678","3396","129","127","64","17","3184","761","ZCTA5 95610"
"8600000US95612","1239","796","714","2","7","48","1","11","13","443","225","0","2","0","0","176","40","ZCTA5 95612"
"8600000US95614","3833","3611","3421","9","32","35","5","9","100","222","142","0","3","2","0","43","32","ZCTA5 95614"
"8600000US95615","834","381","343","1","5","19","1","0","12","453","221","0","2","0","0","190","40","ZCTA5 95615"
"8600000US95616","47032","41383","27207","974","107","10958","95","145","1897","5649","2489","72","96","111","9","2307","565","ZCTA5 95616"
"8600000US95618","27281","23657","15798","596","75","5902","34","64","1188","3624","1885","52","94","53","7","1137","396","ZCTA5 95618"
"8600000US95619","4842","4136","3851","22","56","33","5","12","157","706","328","0","29","0","0","285","64","ZCTA5 95619"
"8600000US95620","20553","12016","10017","514","114","677","54","21","619","8537","4564","64","90","39","8","3303","469","ZCTA5 95620"
"8600000US95621","39819","33658","29034","1241","247","1363","177","49","1547","6161","3049","79","125","77","21","2086","724","ZCTA5 95621"
"8600000US95623","3806","3454","3251","11","36","51","9","7","89","352","226","3","5","2","1","82","33","ZCTA5 95623"
"8600000US95624","61989","51412","27670","5087","308","14408","702","133","3104","10577","4698","217","207","274","25","3806","1350","ZCTA5 95624"
"8600000US95625","155","127","114","0","10","2","0","0","1","28","13","0","2","0","0","7","6","ZCTA5 95625"
"8600000US95626","5975","5037","4411","125","58","218","46","3","176","938","428","5","29","8","4","343","121","ZCTA5 95626"
"8600000US95627","3513","1822","1547","44","37","129","5","6","54","1691","584","4","22","8","7","993","73","ZCTA5 95627"
"8600000US95628","40196","36219","32105","825","240","1500","93","69","1387","3977","2426","66","90","53","15","889","438","ZCTA5 95628"
"8600000US95629","832","757","732","0","6","1","0","3","15","75","41","0","1","1","0","25","7","ZCTA5 95629"
"8600000US95630","72180","64119","47990","4080","288","8917","156","439","2249","8061","5615","60","138","83","17","1379","769","ZCTA5 95630"
"8600000US95631","6076","5687","5370","24","86","43","4","6","154","389","259","1","15","2","3","61","48","ZCTA5 95631"
"8600000US95632","29269","17528","15036","467","172","957","92","25","779","11741","4853","69","269","75","26","5524","925","ZCTA5 95632"
"8600000US95633","3349","3110","2941","7","41","19","3","2","97","239","155","1","7","2","0","40","34","ZCTA5 95633"
"8600000US95634","3232","3018","2799","50","54","24","1","4","86","214","139","1","12","0","1","45","16","ZCTA5 95634"
"8600000US95635","1262","1149","1062","18","15","16","0","0","38","113","62","0","7","0","0","35","9","ZCTA5 95635"
"8600000US95636","1101","1000","919","5","14","7","2","3","50","101","64","1","0","0","0","22","14","ZCTA5 95636"
"8600000US95637","370","296","249","36","2","1","1","2","5","74","25","0","0","0","0","43","6","ZCTA5 95637"
"8600000US95638","2255","1766","1623","21","25","41","6","0","50","489","191","2","18","0","1","221","56","ZCTA5 95638"
"8600000US95639","283","142","100","0","8","11","1","0","22","141","43","0","7","4","0","74","13","ZCTA5 95639"
"8600000US95640","11353","8900","7358","814","202","127","29","94","276","2453","1449","15","54","11","4","747","173","ZCTA5 95640"
"8600000US95641","1986","1394","1235","21","9","61","7","2","59","592","250","5","7","12","0","277","41","ZCTA5 95641"
"8600000US95642","7164","6443","6032","28","105","89","5","12","172","721","382","5","33","2","5","212","82","ZCTA5 95642"
"8600000US95645","2037","804","709","6","28","19","0","3","39","1233","452","0","3","0","0","715","63","ZCTA5 95645"
"8600000US95646","158","152","148","0","3","1","0","0","0","6","5","0","1","0","0","0","0","ZCTA5 95646"
"8600000US95648","47354","39285","34251","581","290","2662","115","70","1316","8069","3911","55","167","67","4","3232","633","ZCTA5 95648"
"8600000US95650","12447","11491","10586","52","100","325","19","14","395","956","609","5","34","5","0","204","99","ZCTA5 95650"
"8600000US95651","637","602","571","2","3","6","0","0","20","35","19","0","0","0","0","14","2","ZCTA5 95651"
"8600000US95652","739","629","429","92","8","27","14","0","59","110","34","7","5","0","7","31","26","ZCTA5 95652"
"8600000US95653","527","133","117","1","3","2","1","1","8","394","124","0","5","0","2","240","23","ZCTA5 95653"
"8600000US95655","4314","3655","2077","429","27","765","80","11","266","659","275","22","23","28","2","228","81","ZCTA5 95655"
"8600000US95658","6285","5752","5374","28","55","119","3","4","169","533","312","1","20","8","2","130","60","ZCTA5 95658"
"8600000US95659","702","583","524","6","1","25","1","1","25","119","38","0","0","1","0","75","5","ZCTA5 95659"
"8600000US95660","30714","22648","15972","3240","253","1415","213","58","1497","8066","3004","207","173","47","15","3806","814","ZCTA5 95660"
"8600000US95661","29791","25873","22299","487","142","1900","56","66","923","3918","2405","48","54","57","9","1007","338","ZCTA5 95661"
"8600000US95662","31558","28409","25753","408","209","916","60","59","1004","3149","1836","21","93","33","11","754","401","ZCTA5 95662"
"8600000US95663","2377","2189","2026","13","33","53","5","1","58","188","114","0","11","0","1","49","13","ZCTA5 95663"
"8600000US95664","1380","1289","1225","9","6","6","0","0","43","91","60","0","10","0","0","12","9","ZCTA5 95664"
"8600000US95665","4426","4041","3791","44","54","25","7","3","117","385","236","0","9","2","4","82","52","ZCTA5 95665"
"8600000US95666","5336","5000","4727","10","88","39","13","9","114","336","218","3","12","3","1","65","34","ZCTA5 95666"
"8600000US95667","36726","32644","30603","156","470","368","55","44","948","4082","2149","12","123","24","1","1378","395","ZCTA5 95667"
"8600000US95668","815","701","630","3","5","38","0","0","25","114","42","1","4","0","0","61","6","ZCTA5 95668"
"8600000US95669","2443","2122","1968","17","34","22","3","2","76","321","204","0","9","1","0","99","8","ZCTA5 95669"
"8600000US95670","52973","43042","29881","4439","317","5526","384","132","2363","9931","4045","215","211","140","39","4284","997","ZCTA5 95670"
"8600000US95672","4773","4404","4050","38","31","136","16","7","126","369","239","1","11","5","0","83","30","ZCTA5 95672"
"8600000US95673","15455","12369","10584","340","146","707","52","21","519","3086","1325","26","95","6","10","1299","325","ZCTA5 95673"
"8600000US95674","935","720","628","5","7","61","1","0","18","215","32","3","11","3","0","157","9","ZCTA5 95674"
"8600000US95675","381","350","315","0","4","4","0","0","27","31","11","0","1","0","0","8","11","ZCTA5 95675"
"8600000US95677","23333","20547","18257","295","160","990","57","58","730","2786","1652","21","69","28","7","705","304","ZCTA5 95677"
"8600000US95678","41192","33267","27904","695","237","2847","112","83","1389","7925","4254","77","181","95","20","2512","786","ZCTA5 95678"
"8600000US95679","55","49","48","0","0","1","0","0","0","6","4","0","0","0","0","2","0","ZCTA5 95679"
"8600000US95680","146","65","61","0","0","3","0","0","1","81","27","0","3","0","0","46","5","ZCTA5 95680"
"8600000US95681","1226","974","894","8","16","17","3","0","36","252","119","0","3","0","0","109","21","ZCTA5 95681"
"8600000US95682","29114","26224","24328","168","294","554","40","67","773","2890","1808","20","83","10","12","603","354","ZCTA5 95682"
"8600000US95683","6180","5605","5052","168","29","184","15","5","152","575","329","1","15","3","0","150","77","ZCTA5 95683"
"8600000US95684","3422","3154","2949","15","36","32","3","6","113","268","147","2","16","0","0","62","41","ZCTA5 95684"
"8600000US95685","4680","4293","4030","19","44","75","5","5","115","387","259","1","8","1","0","78","40","ZCTA5 95685"
"8600000US95686","1405","565","427","47","0","66","6","1","18","840","298","6","3","6","0","496","31","ZCTA5 95686"
"8600000US95687","65096","51101","34597","7962","403","3975","335","713","3116","13995","7329","231","236","174","64","4343","1618","ZCTA5 95687"
"8600000US95688","34379","25953","21276","1398","144","1606","130","55","1344","8426","3767","98","133","62","36","3559","771","ZCTA5 95688"
"8600000US95689","1244","1197","1144","6","10","12","0","2","23","47","32","0","3","1","0","5","6","ZCTA5 95689"
"8600000US95690","2533","1249","1032","26","13","128","8","7","35","1284","583","4","13","4","0","623","57","ZCTA5 95690"
"8600000US95691","34737","25395","17311","1622","266","3999","391","96","1710","9342","4072","105","212","110","29","3771","1043","ZCTA5 95691"
"8600000US95692","4769","3984","3409","36","69","234","4","8","224","785","324","10","19","6","3","332","91","ZCTA5 95692"
"8600000US95693","6758","5815","4928","205","52","382","13","15","220","943","360","4","11","5","0","462","101","ZCTA5 95693"
"8600000US95694","9156","4662","4257","67","41","88","14","12","183","4494","2221","10","42","12","2","1961","246","ZCTA5 95694"
"8600000US95695","37946","21487","18833","406","275","1149","46","48","730","16459","6780","88","273","50","32","8111","1125","ZCTA5 95695"
"8600000US95697","425","132","124","0","5","0","0","1","2","293","129","0","4","0","0","150","10","ZCTA5 95697"
"8600000US95698","236","153","149","2","0","1","0","0","1","83","44","0","1","0","0","28","10","ZCTA5 95698"
